event layer r x y z
242 2 552.762 522.249 181.113 158.313
242 3 559.351 528.268 183.866 160.037
242 4 751.758 707.866 253.111 170.289
242 4 751.854 707.756 253.704 170.305
242 4 752.085 707.495 255.114 170.342
242 4 752.11 707.467 255.263 170.346
242 5 758.538 713.674 257.001 172.222
242 4 751.514 708.146 251.601 219.866
242 6 1007.03 945.146 347.573 222.145
242 6 989.741 929.013 341.353 219.828
242 7 996.239 935.103 343.62 221.962
243 0 292.064 261.314 130.446 175.604
243 1 408.853 368.353 177.417 210.016
243 1 388.189 349.463 169.018 207.651
243 2 564.758 511.406 239.616 233.669
243 3 571.269 517.503 241.949 232.309
243 4 764.998 695.886 317.748 269.999
243 5 771.367 702.093 319.487 268.57
243 6 1002.21 915.5 407.769 319.591
243 7 1008.5 921.771 409.148 318.223
244 2 564.917 511.291 240.234 111.494
244 3 571.244 517.521 241.85 110.12
244 4 761.589 698.545 303.4 123.236
244 5 768.065 704.679 305.535 170.939
244 6 996.207 921.409 378.728 171.204
244 7 1002.62 927.584 380.574 171.365
245 0 288.949 249.207 146.245 162.104
245 1 390.312 344.339 183.778 182.632
245 2 566.795 509.971 247.358 209.682
245 3 573.186 516.146 249.271 207.923
245 4 764.253 696.45 314.706 269.918
245 5 770.914 702.437 317.631 268.619
245 6 998.695 918.856 391.276 319.153
245 7 1005.32 924.811 394.208 318.619
246 1 388.57 377.964 90.1681 207.733
246 2 568.537 542.219 170.974 258.233
246 3 575.555 548.557 174.21 280.271
246 4 752.167 707.403 255.609 317.972
246 5 758.825 713.353 258.733 319.793
246 6 995.02 922.688 372.441 367.037
246 7 1001.49 928.803 374.584 367.524
247 4 769.268 692.81 334.346 -72.1457
247 5 775.925 698.801 337.248 -74.4834
247 4 751.443 675.655 328.873 -74.346
247 5 757.965 681.459 331.85 -72.2674
248 0 287.906 283.422 50.6147 -76.6598
248 1 389.373 377.297 96.22 -62.117
248 2 569.652 542.114 174.973 -35.8631
248 3 576.635 548.456 178.058 -14.0294
248 2 551.352 524.069 171.293 -13.9548
248 2 551.422 523.973 171.812 -13.9411
248 2 553.242 521.676 184.206 -13.6133
248 2 553.503 521.373 185.838 -13.5701
248 2 550.775 524.89 166.865 -38.2636
248 2 551.791 523.477 174.484 -13.8704
248 2 553.01 521.951 182.721 -13.6525
248 3 557.308 530.964 169.321 -35.7787
248 2 551.677 523.629 173.667 11.7329
248 2 551.948 523.271 175.596 11.784
248 2 552.087 523.092 176.561 11.8095
248 2 552.259 522.872 177.748 11.8409
248 2 552.512 522.556 179.455 11.886
248 4 751.55 708.104 251.824 23.8716
248 5 758.3 713.945 255.542 25.8776
248 6 991.333 926.976 351.363 72.4775
248 7 998.103 932.731 355.28 74.0359
249 0 287.511 283.381 48.5568 3.4255
249 1 409.4 398.784 92.6275 38.2499
249 1 387.93 378.561 84.7419 35.7827
249 2 563.132 542.766 150.075 61.6892
249 3 569.952 549.12 152.682 60.6391
249 4 762.015 727.989 225.162 123.285
249 4 762.289 727.903 226.367 123.316
249 5 769.272 734.08 230.01 122.417
249 6 1001.37 947.997 322.552 171.873
249 7 1008.31 954.02 326.403 170.629
250 0 292.938 273.968 103.704 90.5775
250 1 396.657 373.047 134.805 110.901
250 2 552.664 522.368 180.47 134.105
250 3 559.144 528.52 182.506 135.881
250 4 765.513 726.937 239.944 172.054
250 5 772.138 733.225 242.03 170.487
250 6 996.977 950.452 301.005 220.926
250 7 1003.64 956.614 303.632 220.841
251 0 290.221 283.638 61.4626 31.5922
251 1 391.535 375.788 109.924 60.6332
251 2 554.027 520.782 189.028 110.139
251 3 560.745 526.668 192.5 111.425
251 4 759.084 700.645 292.071 171.319
251 5 765.912 706.481 295.813 171.196
251 6 1004.98 913.017 419.972 221.915
251 6 1005.08 912.927 420.416 221.927
251 6 1005.29 912.746 421.303 221.95
251 7 1011.92 918.701 424.235 219.823
252 1 403.76 396.746 74.9325 135.787
252 2 559.024 543.243 131.892 159.216
252 3 565.767 549.602 134.273 159.118
252 4 757.318 729.554 203.18 220.712
252 5 764.248 735.731 206.823 221.022
252 6 994.878 951.725 289.831 220.633
252 7 1001.31 958.033 291.183 221.167
253 0 293.779 243.057 165.013 153.779
253 1 391.881 341.262 192.642 158.684
253 2 564.405 511.663 238.231 184.016
253 3 570.754 517.879 239.92 182.746
253 4 757.727 701.846 285.59 220.765
253 5 764.279 707.92 288.047 221.018
253 6 1005.91 945.685 342.849 222.021
253 7 1012.2 952.043 343.751 219.791
253 6 989.424 929.434 339.282 219.773
253 7 995.732 935.78 340.292 222.05
254 0 294.356 242.414 166.977 100.494
254 1 396.039 334.571 211.917 135.023
254 2 556.868 479.475 283.205 158.937
254 3 563.217 485.443 285.585 159.448
254 4 759.719 662.666 371.546 221.014
254 5 766.222 668.493 374.451 220.775
254 6 999.96 879.492 475.829 269.698
254 7 1006.31 885.548 477.99 268.876
255 1 403.322 325.43 238.252 -110.069
255 2 561.911 471.548 305.592 -85.0283
255 3 568.244 477.473 308.091 -85.7565
255 4 763.478 657.788 387.575 -72.7503
255 5 769.638 664.032 389.108 -73.8239
255 6 1000.43 878.849 478.0 -24.4428
255 7 1006.74 884.969 479.944 -25.3771
256 0 295.625 241.049 171.142 -77.8265
256 1 396.882 333.383 215.34 -61.0827
256 2 557.381 478.593 285.695 -37.1939
256 3 563.903 484.259 288.929 -36.8445
256 4 760.706 661.34 375.903 -24.6842
256 5 767.146 667.248 378.542 -25.1533
256 6 1001.56 877.334 483.113 25.5125
256 7 1008.24 882.947 486.771 24.2544
257 0 288.949 249.207 146.245 41.8755
257 1 391.327 342.301 189.648 60.6018
257 2 552.033 489.158 255.862 84.3747
257 3 558.39 495.21 258.004 86.4003
257 4 752.439 673.852 334.794 122.015
257 5 758.776 679.987 336.688 123.801
257 7 1013.5 917.352 430.867 170.03
257 6 990.089 895.076 423.219 170.271
257 7 996.406 901.282 424.873 172.317
258 0 291.873 261.466 129.712 150.428
258 1 388.305 349.141 169.945 182.251
258 2 566.298 510.315 245.503 209.633
258 3 572.955 516.306 248.405 232.138
258 4 768.485 693.355 331.403 270.36
258 5 775.149 699.342 334.329 268.177
258 4 750.614 677.229 323.699 268.097
258 5 757.15 683.005 326.771 270.454
258 6 990.752 893.862 427.319 317.999
258 7 997.215 899.795 429.891 319.797
259 0 288.697 249.581 145.105 -37.0005
259 1 392.798 339.637 197.325 -13.1952
259 2 556.518 480.088 281.474 12.5063
259 3 563.008 485.812 284.542 13.0932
259 4 764.145 656.967 390.271 73.9064
259 5 770.932 662.435 394.354 72.6168
259 6 992.583 849.095 514.061 122.292
259 7 999.247 854.34 518.264 123.473
260 0 292.347 244.723 159.929 -40.4515
260 1 392.163 340.75 194.116 -13.2835
260 2 568.571 508.774 253.814 13.8527
260 3 575.159 514.812 256.469 11.7329
260 4 765.396 695.588 319.356 25.6578
260 5 771.757 701.8 321.07 24.1445
260 6 999.418 918.143 394.777 73.6296
260 7 1005.9 924.244 396.993 72.9289
261 0 296.189 284.084 83.8081 131.395
261 0 287.648 276.096 80.702 130.079
261 1 393.351 374.719 119.627 134.695
261 2 552.456 522.625 179.085 182.451
261 3 559.025 528.667 181.714 160.093
261 3 559.08 528.598 182.085 160.084
261 4 752.476 707.059 257.464 220.021
261 5 759.238 712.899 261.182 221.728
261 6 992.318 925.777 357.255 220.25
261 7 998.765 931.928 359.225 221.548
262 0 296.194 272.913 115.105 10.0755
262 0 287.88 265.08 112.282 9.2255
262 1 400.881 371.229 151.31 13.3326
262 2 557.282 517.485 206.815 36.8013
262 3 563.824 523.569 209.222 37.1743
262 4 756.698 702.791 280.495 73.0133
262 5 763.432 708.695 283.866 73.5118
262 6 995.323 922.357 374.068 73.08
262 7 1001.82 928.442 376.359 73.4765
263 0 287.768 283.408 49.9065 72.5515
263 1 407.908 398.269 88.1543 86.5161
263 2 560.237 543.095 137.525 110.979
263 3 566.932 549.461 139.656 110.595
263 4 757.424 729.516 203.707 122.725
263 5 763.87 735.865 204.941 123.071
263 6 994.006 952.278 284.982 170.89
263 7 1000.56 958.505 287.033 171.659
264 0 296.02 258.426 144.375 36.6255
264 0 287.793 250.982 140.828 35.5505
264 1 390.482 343.984 184.799 60.4683
264 2 551.91 489.452 255.032 60.1601
264 3 558.313 495.395 257.483 62.223
264 4 753.91 671.34 343.05 72.6227
264 5 760.2 677.533 344.75 73.9652
264 6 994.282 887.881 447.509 122.547
264 7 1000.75 893.793 450.153 123.248
265 0 295.36 258.878 142.196 36.7255
265 0 287.278 251.83 138.239 34.8505
265 1 391.34 342.277 189.719 60.6037
265 2 554.892 483.086 273.008 84.8478
265 3 561.346 488.886 275.862 85.9077
265 4 762.066 659.568 381.727 123.291
265 5 768.496 665.482 384.343 122.506
265 6 991.039 852.553 505.283 220.046
265 7 997.803 857.549 510.118 221.701
266 0 288.536 275.683 85.158 76.2015
266 1 392.654 375.113 116.05 110.41
266 2 567.406 542.328 166.825 160.125
266 3 574.104 548.696 168.904 158.217
266 4 761.083 728.284 221.022 221.177
266 5 767.734 734.563 223.235 220.594
266 6 993.833 952.389 284.008 268.864
266 7 1000.24 958.711 285.234 269.706
267 2 554.581 435.295 343.626 110.226
267 3 560.973 440.757 347.021 111.39
267 4 760.972 614.615 448.694 171.547
267 5 767.628 619.801 452.879 170.99
267 6 1006.2 824.283 577.051 222.052
267 7 1012.87 829.583 581.113 219.717
267 6 989.402 810.019 568.142 219.77
267 7 995.967 815.113 572.313 222.009
268 0 288.176 250.375 142.681 60.3515
268 1 389.612 345.874 179.357 84.5102
268 2 565.224 511.071 241.422 86.1
268 3 571.721 517.177 243.705 110.071
268 4 762.393 697.899 306.888 123.328
268 5 768.856 704.042 308.974 122.464
268 6 996.435 921.168 379.911 171.235
268 7 1003.02 927.163 382.645 171.31
269 0 289.728 248.096 149.634 38.6422
269 1 390.482 343.984 184.799 60.4683
269 2 566.278 510.329 245.429 86.206
269 2 567.542 509.462 250.105 86.3297
269 2 567.467 509.512 249.832 62.1308
269 2 567.481 509.503 249.882 86.3238
269 3 572.771 516.435 247.712 109.965
269 4 763.549 696.991 311.786 123.458
269 5 769.849 703.258 313.204 122.353
269 6 998.204 919.347 388.86 171.473
269 7 1004.49 925.643 390.115 171.111
269 7 1004.96 925.177 392.408 171.051
269 7 1005.85 924.289 396.771 170.935
269 7 1006.35 923.808 399.138 170.872
269 7 1006.41 923.747 399.434 170.864
269 7 1006.7 923.461 400.839 170.827
269 7 1006.85 923.326 401.505 170.809
270 1 402.252 326.643 234.758 86.0352
270 1 406.286 322.237 247.449 86.3846
270 1 402.166 326.742 234.472 111.452
270 2 560.633 473.42 300.304 135.217
270 3 567.088 479.178 303.277 134.768
270 4 763.149 658.198 386.228 171.796
270 5 769.405 664.325 388.145 170.786
270 6 1003.07 875.355 489.796 270.077
270 7 1009.71 881.025 493.259 268.462
271 1 401.054 395.663 65.5355 -36.4677
271 2 559.662 543.164 134.885 -12.7143
271 3 566.534 549.509 137.844 -12.9832
271 4 762.307 727.898 226.442 25.3182
271 5 769.272 734.08 230.01 24.4173
271 6 1005.75 945.767 342.124 74.3853
271 7 1012.86 951.722 346.575 72.1006
271 7 995.408 936.221 338.122 74.4913
272 0 291.188 246.155 155.558 111.128
272 1 392.836 339.571 197.514 134.627
272 2 553.164 486.605 263.071 158.382
272 3 559.523 492.623 265.309 160.007
272 4 753.892 671.369 342.953 220.237
272 5 760.442 677.13 346.074 221.546
272 5 760.709 676.69 347.519 221.507
272 6 991.786 892.032 433.495 268.55
272 6 992.284 891.175 436.389 268.629
272 6 993.295 889.481 442.106 268.784
272 7 998.824 896.973 439.418 269.922
273 0 294.261 273.523 108.512 -80.0836
273 0 294.262 273.522 108.517 -79.9932
273 0 294.267 273.521 108.533 -80.0515
273 1 401.144 371.124 152.261 -60.6508
273 2 559.749 515.303 218.59 -36.8955
273 3 566.512 521.198 222.01 -37.1723
273 4 762.158 698.087 305.875 -24.5154
273 5 768.833 704.06 308.875 -25.3496
273 6 1003.25 914.552 412.428 25.7147
273 7 1010.15 920.266 416.544 24.0267
274 0 292.171 274.238 100.783 -41.5432
274 1 399.805 371.667 147.335 -12.3964
274 2 559.597 515.431 217.896 12.9028
274 3 566.387 521.304 221.442 12.6594
274 4 763.178 697.28 310.228 25.4163
274 5 769.761 703.326 312.833 24.3623
274 6 1005.48 912.576 422.142 74.3558
274 7 1012.16 918.496 425.246 72.1791
274 6 988.71 897.713 414.318 72.0299
274 7 995.255 903.49 417.419 74.5187
275 0 288.896 264.065 117.178 157.829
275 1 400.93 371.21 151.486 159.721
275 2 555.423 519.296 197.044 182.926
275 3 561.821 525.526 198.658 183.837
275 4 770.088 725.669 257.76 222.135
275 4 751.669 707.967 252.566 219.891
275 5 758.204 714.055 254.949 221.893
275 6 1001.03 948.179 320.952 221.448
275 7 1007.31 954.555 321.704 220.368
276 0 289.19 275.398 88.2448 187.13
276 1 398.727 372.121 143.208 209.121
276 2 562.824 512.841 231.873 257.656
276 2 564.524 511.576 238.701 257.836
276 2 569.165 508.385 255.918 258.292
276 2 565.937 510.567 244.143 233.789
276 2 561.36 513.983 225.714 257.493
276 2 564.167 511.837 237.291 257.799
276 2 565.0 511.232 240.556 257.885
276 2 563.726 512.162 235.534 233.561
276 2 561.776 513.652 227.495 257.54
276 3 568.047 519.947 228.763 256.849
276 3 569.696 518.668 235.665 256.667
276 3 570.898 517.773 240.489 256.539
276 3 570.973 517.719 240.786 256.531
276 2 552.604 487.839 259.585 256.286
276 3 557.703 496.906 253.214 258.341
276 3 559.238 493.253 263.53 258.056
276 4 769.03 692.975 333.456 320.031
276 5 775.826 698.87 336.877 317.726
276 4 750.621 677.215 323.747 317.715
276 5 757.222 682.866 327.229 320.058
276 6 995.671 885.709 454.843 367.129
276 6 995.812 885.494 455.566 367.149
276 7 1002.13 891.636 457.438 367.433
277 0 296.005 258.436 144.326 71.0765
277 0 287.744 251.06 140.591 69.1265
277 1 391.042 342.854 188.056 84.7496
277 2 553.38 486.143 264.375 134.226
277 3 559.906 491.8 267.633 135.751
277 4 758.285 664.659 365.0 171.219
277 5 764.78 670.5 367.855 171.337
277 6 1003.26 875.105 490.64 221.717
277 7 1009.73 880.996 493.356 220.076
278 0 289.758 263.263 121.046 156.654
278 1 404.56 369.832 163.989 184.239
278 2 561.096 514.194 224.575 209.079
278 3 567.657 520.258 227.082 208.51
278 4 761.798 698.376 304.316 269.643
278 5 768.61 704.239 307.91 268.876
278 6 1001.39 916.252 404.071 319.493
278 7 1008.24 922.012 407.964 318.254
279 0 294.503 273.444 109.363 -76.1598
279 1 399.553 371.772 146.384 -36.6129
279 2 556.081 518.636 200.605 12.4454
279 3 562.711 524.632 203.483 13.1344
279 4 754.164 705.266 267.137 72.66
279 5 760.786 711.267 269.988 73.8789
279 6 990.108 928.531 343.72 121.891
279 7 996.525 934.727 345.469 123.913
280 0 289.513 263.486 119.969 127.803
280 0 292.093 261.291 130.559 202.121
280 0 292.089 261.294 130.543 202.051
280 0 292.076 261.304 130.495 201.38
280 0 292.134 261.259 130.713 202.375
280 1 408.238 368.557 175.567 160.351
280 1 387.812 350.568 165.833 157.946
280 3 575.159 514.812 256.469 207.733
280 4 754.497 670.38 346.202 220.325
280 5 760.885 676.405 348.457 221.481
280 6 999.198 880.55 472.259 319.218
280 7 1006.01 885.969 476.567 318.531
281 0 295.029 284.006 79.8922 20.2588
281 0 287.014 276.411 77.2916 17.9505
281 1 391.899 375.562 111.974 36.4951
281 3 575.66 548.547 174.588 109.686
281 4 765.959 726.808 241.751 172.101
281 5 772.884 733.01 245.042 170.409
281 6 1003.18 947.052 330.85 221.707
281 7 1009.83 953.231 333.327 220.064
282 0 289.741 275.167 90.7342 29.5755
282 1 395.765 373.471 130.955 36.9917
282 2 554.352 520.424 190.959 84.7653
282 3 560.998 526.393 193.983 85.9607
282 4 754.402 705.024 268.447 122.311
282 5 761.102 710.946 271.72 123.45
282 6 993.282 924.644 362.827 170.782
282 7 1000.01 930.473 366.374 171.741
282 7 1000.23 930.218 367.631 171.708
283 0 290.593 274.827 94.4184 58.4515
283 1 394.596 374.055 125.654 85.2364
283 2 570.482 542.038 177.89 112.029
283 2 551.493 523.876 172.331 109.698
283 3 557.926 530.093 174.021 111.914
283 4 763.894 727.414 233.243 171.879
283 5 770.59 733.68 235.631 170.654
283 6 996.444 950.768 298.23 220.853
283 7 1003.04 956.973 300.482 220.924
284 0 292.218 274.221 100.965 242.331
284 1 399.238 371.904 145.184 257.556
284 2 558.222 516.628 211.44 306.732
284 3 564.846 522.638 214.243 306.85
284 4 760.31 699.6 297.711 367.469
284 5 767.08 705.491 301.157 367.055
284 6 1001.39 916.252 404.071 417.493
284 7 1008.04 922.192 407.077 416.278
285 0 294.55 259.446 139.455 231.88
285 0 286.992 252.321 136.742 230.405
285 1 388.687 348.118 172.892 256.141
285 2 564.123 511.869 237.118 281.986
285 3 570.642 517.962 239.474 280.757
285 4 763.62 696.936 312.083 319.465
285 5 770.15 703.024 314.466 318.319
285 6 1001.51 916.142 404.614 367.891
285 7 1008.07 922.167 407.2 366.658
286 1 400.559 395.456 63.736 -36.5148
286 2 557.008 543.504 121.908 -13.0519
286 3 563.863 549.847 124.942 -12.6476
286 4 755.922 730.063 196.028 24.5252
286 5 762.777 736.261 199.37 25.2161
286 6 994.309 952.084 286.682 24.5508
286 6 994.363 952.05 286.982 24.5586
286 7 1000.82 958.34 288.484 25.2377
287 0 290.318 247.292 152.089 165.279
287 1 391.663 341.666 191.478 182.844
287 2 570.008 507.839 258.861 209.986
287 2 570.353 507.619 260.048 210.018
287 2 551.595 490.216 252.873 207.717
287 3 558.058 496.016 255.728 209.888
287 4 769.587 692.59 335.534 222.086
287 5 775.985 698.76 337.471 219.711
287 4 751.419 675.698 328.729 219.85
287 5 757.788 681.789 330.767 221.962
287 6 1005.52 912.546 422.29 270.36
287 7 1012.11 918.541 425.024 268.185
287 6 989.005 897.134 416.272 268.083
287 7 995.507 902.997 419.083 270.474
288 0 288.317 264.633 114.437 -35.8755
288 1 401.047 371.163 151.911 -12.2766
288 2 557.096 517.659 205.875 -13.0402
288 3 563.57 523.807 207.935 -12.6083
288 4 755.822 703.621 276.017 24.5115
288 5 762.474 709.598 278.993 25.2574
288 6 993.526 924.363 364.207 24.435
288 7 999.945 930.544 366.03 25.3673
289 1 401.605 327.394 232.595 233.592
289 2 559.83 474.638 296.865 257.314
289 3 566.088 480.706 298.961 257.079
289 4 761.335 660.513 378.622 319.206
289 5 767.801 666.383 381.382 318.586
289 6 1000.37 878.935 477.711 367.749
289 7 1006.74 884.969 479.944 366.823
290 1 397.912 331.989 219.356 209.036
290 2 556.868 479.475 283.205 256.937
290 3 563.333 485.241 286.154 257.432
290 4 758.451 664.424 365.77 318.857
290 5 765.08 670.075 369.252 318.916
290 6 998.204 881.957 467.507 367.473
290 7 1004.69 887.841 470.246 367.086
291 0 291.705 274.407 98.9574 -65.5598
291 1 398.926 372.036 143.983 -36.6757
291 3 564.267 523.16 211.423 12.9244
291 4 757.61 701.952 285.021 73.133
291 5 764.411 707.801 288.689 73.3843
291 6 994.728 923.009 370.863 122.612
291 7 1001.37 928.934 373.943 123.157
292 0 290.018 275.055 91.954 109.152
292 1 394.607 374.05 125.703 134.854
292 2 551.781 523.491 174.41 182.328
292 3 558.306 529.584 176.766 184.416
292 4 764.882 727.121 237.358 221.603
292 5 771.3 733.469 238.593 220.194
292 6 996.967 950.458 300.955 269.308
293 0 292.621 260.878 132.551 40.2515
293 1 405.282 369.573 166.34 62.1092
293 2 558.392 516.477 212.257 85.3286
293 3 564.892 522.597 214.465 85.4189
293 3 565.613 521.964 217.879 85.3286
293 4 754.812 704.611 270.673 122.37
293 5 761.418 710.63 273.427 123.405
293 6 1006.8 945.257 346.598 124.119
293 7 1013.36 951.482 348.675 170.046
293 6 989.763 928.982 341.501 121.832
293 7 996.057 935.344 342.436 123.993
294 1 393.795 337.979 202.101 12.5612
294 2 554.411 484.027 270.351 36.3911
294 3 560.774 490.011 272.684 37.612
294 4 756.014 667.999 354.025 72.921
294 5 762.441 673.951 356.519 73.6453
294 6 998.625 881.357 469.533 171.528
294 6 994.906 886.895 450.838 122.637
294 6 999.986 879.457 475.949 123.318
294 6 999.572 880.028 474.02 171.649
294 6 996.287 884.773 458.002 122.831
294 7 1001.43 892.722 453.772 123.149
294 7 1002.64 890.857 460.067 122.979
294 7 1002.92 890.435 461.49 171.323
294 7 1004.97 887.434 471.621 171.049
294 6 998.68 881.279 469.798 221.151
294 6 998.771 881.15 470.232 221.163
294 6 999.598 879.992 474.14 221.269
294 6 999.861 879.628 475.37 221.303
294 6 1000.06 879.349 476.311 221.328
294 6 1000.28 879.049 477.324 221.355
294 6 1000.38 878.921 477.758 221.367
295 0 287.943 265.014 112.601 -20.1755
295 1 402.424 370.626 156.787 13.4759
295 1 402.925 370.436 158.512 13.521
295 2 560.331 514.817 221.211 37.1821
295 3 566.937 520.845 223.915 36.7856
295 4 760.756 699.228 299.715 73.5217
295 5 767.262 705.339 301.973 73.0329
295 6 998.605 918.946 390.832 123.142
295 7 1005.08 925.051 393.025 122.651
296 1 393.887 392.249 35.8942 -111.052
